	error_rate	build time (sec)	search time (sec)	missed (%)
0	0.0	20.698	173.86	0.0
1	0.02	20.698	172.539	0.0
2	0.04	20.698	173.696	0.0
3	0.06	20.698	173.29	0.0
4	0.08	20.698	172.718	0.0
5	0.1	20.698	173.297	0.0
